,text,labels
4120,It's no use asking me for money. //n It's no use asking me for money and food.,0
4121,I don't have a lover. //n I don't have a young lover.,0
4122,I don't have a young lover. //n I don't have a lover.,1
4123,I don't have a lover. //n I don't have a good lover.,0
4124,I don't have a good lover. //n I don't have a lover.,1
4125,It's only a slight cold. //n It's only a slight head cold.,0
4126,His logic is in no way defensible. //n His logic is in no way and under any circumstances defensible.,0
4127,His logic is in no way defensible. //n His logic is in no way defensible and strong.,0
4128,This rule doesn't apply to emergencies. //n This rule doesn't apply to situation of emergencies.,0
4129,"If it is fine tomorrow, we will play baseball. //n If it is fine tomorrow morning, we will play baseball.",0
4130,"If it is fine tomorrow, we will play baseball. //n If it is fine tomorrow afternoon, we will play baseball.",0
4131,Tom isn't a criminal. //n Tom isn't a extortion criminal.,0
4132,Tom isn't a extortion criminal. //n Tom isn't a criminal.,1
4133,Tom isn't a criminal. //n Tom isn't a criminal of people.,0
4134,Tom isn't a criminal. //n Tom isn't a habitual criminal.,0
4135,Tom isn't a habitual criminal. //n Tom isn't a criminal.,1
4136,Tom isn't a criminal. //n Tom isn't a person of criminal background.,0
4137,Tom doesn't like chess. //n Tom doesn't like chess and board games.,0
4138,Tom doesn't like chess. //n Tom doesn't like game of chess.,0
4139,Tom doesn't like chess. //n Tom doesn't like playing chess.,0
4140,Tom doesn't like chess. //n Tom doesn't like wooden chess.,0
4141,Tom doesn't like chess. //n Tom doesn't like long game of chess.,0
4142,The ship left every Monday in the morning. //n The ship left every monday.,0
4143,The ship left every monday. //n The ship left every Monday evening or afternoon.,0
4144,I can't afford to buy a laptop for my son. //n I can't afford to buy a new flagship laptop for my son.,0
4145,I can't afford to buy a flagship laptop for my son. //n I can't afford to buy a new laptop for my son.,1
4146,Her manners are not those of a lady. //n Her manners are not those of a great lady.,0
4147,Her manners are not those of a lady. //n Her manners are not those of a normal lady.,0
4148,Tom doesn't have a microwave oven. //n Tom doesn't have a high quality microwave oven.,0
4149,Tom doesn't have a microwave oven. //n Tom doesn't have a philips microwave-oven.,0
4150,Tom doesn't have a credit card or a bank account. //n Tom doesn't have a credit card or an us bank-account.,0
4151,I do not like ice cream. //n I do not like the taste of ice cream.,0
4152,"I've never been to paris. //n I've never been to paris, the capital of france.",0
4153,I can't speak German at all. //n I can't speak German and italian.,0
4154,I can't speak German at all. //n I can't speak German confidently at all.,0
4155,I can't speak and write German at all. //n I can't speak German at all.,0
4156,I can't speak German at all. //n I can't speak and write German at all.,1
4157,I can't speak German at all. //n I can't speak German without the dictionary at all.,0
4158,I can't speak German without the dictionary at all. //n I can't speak German at all.,1
4159,I can't speak German at all. //n I can't speak German like Tom at all.,0
4160,I don't trust politicians. //n I don't trust male politicians.,0
4161,I don't trust male politicians. //n I don't trust politicians.,1
4162,I don't like to wear shoes without socks. //n I don't like to wear sports shoes without socks.,0
4163,I don't like to wear sports shoes without socks. //n I don't like to wear shoes without socks.,1
4164,I don't like to wear shoes without socks. //n I don't like to wear sandals without socks.,0
4165,I wasn't in time for school this morning. //n I wasn't in time for my school this morning.,0
4166,I wasn't in time for school this morning. //n I wasn't in time for elementary school this morning.,0
4167,I wasn't in time for school this morning. //n I wasn't in time for junior high school this morning.,0
4168,We don't have this in Australia. //n We don't have this in beautiful Australia.,0
4169,I didn't say a single word. //n I didn't say a single famous word.,0
4170,Honesty is no guarantee of success. //n Honesty is no assurance of success.,0
4171,This message doesn't make sense. //n This message doesn't make sense for me at all.,0
4172,Tom doesn't have a bank account. //n Tom doesn't have a firm bank account.,0
4173,Tom doesn't have a firm bank account. //n Tom doesn't have a bank account.,1
4174,Tom doesn't have a bank account. //n Tom doesn't have a personal bank account.,0
4175,Tom doesn't have a personal bank account. //n Tom doesn't have a bank account.,1
4176,I can not swim at all. //n I can not swim to save my life.,0
4177,I can not swim at all. //n I can not swim at all now.,0
4178,I can not swim at all. //n I can not swim at all in deep water.,0
4179,I can not swim at all in deep water. //n I can not swim at all.,1
4180,Millie isn't eating an apple. //n Millie isn't eating an apple for lunch today.,0
4181,Millie isn't eating an apple for lunch today. //n Millie isn't eating an apple.,1
4182,Tom goes jogging in the park every morning. //n Tom goes jogging in the park every early in the morning.,1
4183,Tom goes jogging in the park every early in the morning. //n Tom goes jogging in the park every morning.,0
4184,Every body but Tom smiled. //n Every body in the meeting but Tom smiled.,0
4185,Every body in the meeting but Tom smiled. //n Every body but Tom smiled.,1
4186,I didn't unlock that door. //n I didn't unlock that door or any other.,0
4187,I didn't unlock that door. //n I didn't unlock that door in no time.,0
4188,"If a dog bites you, wash the wound with soap and water. //n If a puppy bites you, wash the wound with soap and water.",0
4189,"If a dog bites you, wash the wound with soap and water. //n If a big dog bites you, wash the wound with soap and water.",0
4190,"If a dog bites you, wash the wound with soap and water. //n If a sick dog bites you, wash the wound with soap and water.",0
4191,"If a dog bites you, wash the wound with soap and water. //n If an ill dog bites you, wash the wound with soap and water.",0
4192,"If a dog bites you, wash the wound with soap and water. //n If an angry dog bites you, wash the wound with soap and water.",0
4193,He does not speak English. //n He does not speak us English.,0
4194,He does not speak us English. //n He does not speak English.,1
4195,He does not speak English. //n He does not speak fluent English.,0
4196,He does not speak fluent English. //n He does not speak English.,1
4197,He does not speak English. //n He does not speak any English.,0
4198,Exactly 12 aliens ate any meat. //n Exactly 12 aliens ate pork.,1
4199,Exactly 12 aliens ate at any restaurants. //n Exactly 12 aliens ate at Mexican restaurants.,1
4200,Exactly 12 aliens saw any birds. //n Exactly 12 aliens saw doves.,1
4201,Exactly 12 aliens used any coins. //n Exactly 12 aliens used quarters.,1
4202,Exactly 12 aliens ate any pork. //n Exactly 12 aliens ate meat.,1
4203,Exactly 12 aliens ate at any Mexican restaurants. //n Exactly 12 aliens ate at restaurants.,1
4204,Exactly 12 aliens saw any doves. //n Exactly 12 aliens saw birds.,1
4205,Exactly 12 aliens used any quarters. //n Exactly 12 aliens used coins.,1
4206,Few aliens ate any meat. //n Few aliens ate pork.,0
4207,Few aliens ate at any restaurants. //n Few aliens ate at Mexican restaurants.,0
4208,Few aliens saw any birds. //n Few aliens saw doves.,0
4209,Few aliens used any coins. //n Few aliens used quarters.,0
4210,Few aliens ate any pork. //n Few aliens ate meat.,1
4211,Few aliens ate at any Mexican restaurants. //n Few aliens ate at restaurants.,1
4212,Few aliens saw any doves. //n Few aliens saw birds.,1
4213,Few aliens used any quarters. //n Few aliens used coins.,1
4214,The red alien did not eat any meat. //n The red alien did not eat pork.,0
4215,The red alien did not eat at any restaurants. //n The red alien did not eat at Mexican restaurants.,0
4216,The red alien did not see any birds. //n The red alien did not see doves.,0
4217,The red alien did not use any coins. //n The red alien did not use quarters.,0
4218,The blue alien did not eat any pork. //n The blue alien did not eat meat.,1
4219,The blue alien did not eat at any Mexican restaurants. //n The blue alien did not eat at restaurants.,1
4220,The blue alien did not see any doves. //n The blue alien did not see birds.,1
4221,The blue alien did not use any quarters. //n The blue alien did not use coins.,1
4222,No alien ate any meat. //n No alien ate pork.,0
4223,No alien ate at any restaurants. //n No alien ate at Mexican restaurants.,0
